codigo;grupo;dia;inicio;fin;modalidad;profesor
CI1107;1;LUN;07:30;10:20;Regular;CASTILLO RODRIGUEZ LARISSA
CI1107;2;LUN;09:30;12:20;Regular;PEREZ ROJAS NELSON
CI1107;3;LUN;18:00;20:50;Regular;CASTILLO RODRIGUEZ LARISSA
CI1107;4;LUN;18:00;20:50;Regular;MORALES SOLANO PAOLA NATALIA
CI1107;5;MAR;07:30;10:20;Regular;CASTILLO RODRIGUEZ LARISSA
CI1107;6;MAR;07:30;10:20;Regular;MORALES GARAY SARAY
CI1107;7;MAR;09:30;12:20;Regular;AMADOR SOLANO GABRIELA
CI1107;8;MAR;13:00;15:50;Regular;CASTILLO RODRIGUEZ LARISSA
CI1107;9;MAR;13:00;15:50;Regular;SHILTAGH PRADA DIMITRI
CI1107;10;MAR;16:00;18:50;Regular;CASTILLO RODRIGUEZ LARISSA
CI1107;11;MAR;18:00;20:50;Regular;SHILTAGH PRADA DIMITRI
CI1107;12;MIE;07:30;10:20;Regular;CASTILLO RODRIGUEZ LARISSA
CI1107;13;MIE;09:30;12:20;Regular;RIOS SANCHEZ ARMANDO
CI1107;14;MIE;13:00;15:50;Regular;SHILTAGH PRADA DIMITRI
CI1107;15;MIE;13:00;15:50;Regular;RODRIGUEZ HERRA NATALIA
CI1107;16;MIE;16:00;18:50;Regular;SANCHEZ SANCHEZ DANIELA
CI1107;17;MIE;17:00;19:50;Regular;RODRIGUEZ HERRA NATALIA
CI1107;18;MIE;18:00;20:50;Regular;SHILTAGH PRADA DIMITRI
CI1107;19;JUE;07:30;10:20;Regular;MORALES GARAY SARAY
CI1107;20;JUE;09:30;12:20;Regular;ROMERO ALVAREZ ERICKA
CI1107;21;JUE;09:30;12:20;Regular;PEREZ ROJAS NELSON
CI1107;22;JUE;13:00;15:50;Regular;SHILTAGH PRADA DIMITRI
CI1107;23;JUE;13:00;15:50;Regular;ROMERO ALVAREZ ERICKA
CI1107;24;JUE;15:00;17:50;Regular;SOLANO MORAGA SIGRID
CI1107;25;JUE;17:00;19:50;Regular;MORALES SOLANO PAOLA NATALIA
CI1107;26;JUE;18:00;20:50;Regular;ARCE FUENTES JOSE DANIEL
CI1107;27;VIE;07:30;10:20;Regular;MORALES GARAY SARAY
CI1107;28;VIE;09:30;12:20;Regular;AMADOR SOLANO GABRIELA
CI1107;29;VIE;13:00;15:50;Regular;SHILTAGH PRADA DIMITRI
CI1107;30;VIE;17:00;19:50;Regular;ARCE FUENTES JOSE DANIEL
CI1107;31;VIE;18:00;20:50;Regular;GOMEZ MONTOYA CAROLINA
CI1107;32;VIE;16:00;18:50;Regular;MORALES SOLANO PAOLA NATALIA
CI1107;33;VIE;09:30;12:20;Regular;ROMERO ALVAREZ ERICKA
CI1230;1;LUN;07:30;10:20;Regular;BRENES ROJAS LEONARDO
CI1230;2;MAR;07:30;10:20;Regular;ALBERTAZZI OSORIO SONIA
CI1230;3;MAR;09:30;12:20;Regular;HERRERA JIMENEZ INGRID
CI1230;4;JUE;09:30;12:20;Regular;MOLINA VILLALOBOS TANIA
CI1230;5;MIE;13:00;15:50;Regular;SOLANO SOLANO JOSE EDUARDO
CI1230;6;MAR;15:00;17:50;Regular;GUILLEN JIMENEZ LUIS DIEGO
CI1230;7;MIE;09:30;12:20;Regular;RAMIREZ CASTRO MONSERRAT
CI1230;8;MIE;18:00;20:50;Regular;GOMEZ MONTOYA CARLOS ANDRES
CI1230;9;JUE;13:00;15:50;Regular;ALBERTAZZI OSORIO SONIA
CI1230;10;JUE;18:00;20:50;Regular;GOMEZ MONTOYA CARLOS ANDRES
CI1230;11;VIE;13:00;15:50;Regular;SOLANO SOLANO JOSE EDUARDO
CI1231;1;LUN;09:30;12:20;Regular;SOLANO OBANDO MABEL
CI1231;2;LUN;18:00;20:50;Regular;HERRERA JIMENEZ INGRID
CI1231;3;MAR;07:30;10:20;Regular;KENNEDY RUSSELL ANA
CI1231;4;MAR;13:00;15:50;Regular;ALBERTAZZI OSORIO SONIA
CI1231;5;MAR;18:00;20:50;Regular;GOMEZ MONTOYA CARLOS ANDRES
CI1231;6;MIE;09:30;12:20;Regular;SOLANO OBANDO MABEL
CI1231;7;JUE;09:30;12:20;Regular;SOLANO OBANDO MABEL
CI1231;8;VIE;09:30;12:20;Regular;VALLECILLO ALFARO JOHANNY
CI1231;9;VIE;13:00;15:50;Regular;VALLECILLO ALFARO JOHANNY
CI1231;10;MIE;16:00;18:50;Regular;SOLANO OBANDO MABEL
CI1231;11;MIE;13:00;15:50;Regular;FUENTES MORA ESTEBAN
CS1502;1;JUE;09:30;11:20;Regular;ORTIZ ACUÑA LEONARDO
CS1502;2;MIE;09:30;11:20;Regular;BOJORGE MURILLO ALEXANDER
CS1502;3;MIE;17:00;18:50;Regular;BOJORGE MURILLO ALEXANDER
CS1502;4;MAR;15:00;16:50;Regular;BOJORGE MURILLO ALEXANDER
CS1502;5;MIE;09:30;11:20;Regular;GARRO REYES MAURICIO
CS2101;1;VIE;09:30;12:20;Virtual;ORTIZ ALVAREZ JORGE ISAAC
CS2101;2;MAR;09:30;12:20;Regular;RODRIGUEZ MORALES OSCAR
CS2101;3;MIE;09:30;12:20;Virtual;ORTIZ ALVAREZ JORGE ISAAC
CS2101;4;MIE;15:00;17:50;Virtual;ORTIZ ALVAREZ JORGE ISAAC
CS2101;5;JUE;09:30;12:20;Virtual;MURILLO SOLIS  JAVIER
CS2101;6;LUN;07:30;10:20;Regular;RODRIGUEZ MORALES OSCAR
CS2101;7;LUN;18:00;20:50;Virtual;RODRIGUEZ MORALES OSCAR
CS2101;8;MAR;18:00;20:50;Virtual;ROJAS MOLINA BETSY
CS2303;1;LUN;18:00;20:50;Virtual;HASBUN DEL VALLE DANIEL
CS2303;2;MIE;18:00;20:50;Virtual;CALDERON FERREY MARTHA
CS2303;3;JUE;18:00;20:50;Virtual;HASBUN DEL VALLE DANIEL
CS2303;4;MIE;18:00;20:50;Virtual;HASBUN DEL VALLE DANIEL
CS2303;5;MAR;15:00;17:50;Regular;CHACON MATA ALFONSO
CS2303;6;JUE;18:00;20:50;Virtual;ACHOY HERNANDEZ ALEJANDRO
CS2303;7;JUE;18:00;20:50;Virtual;CALDERON FERREY MARTHA
FH1000;1;MAR;17:00;19:50;Virtual;RODRIGUEZ MORALES OSCAR
FI1101;1;MAR;07:30;09:20;Regular;MURILLO SALAZAR DENNIS
FI1101;1;JUE;07:30;09:20;Regular;MURILLO SALAZAR DENNIS
FI1101;2;MAR;07:30;09:20;Regular;MURILLO ZUMBADO GUSTAVO
FI1101;2;JUE;07:30;09:20;Regular;MURILLO ZUMBADO GUSTAVO
FI1101;3;MAR;09:30;11:20;Regular;PINEDA LIZANO JUAN JOSE
FI1101;3;JUE;09:30;11:20;Regular;PINEDA LIZANO JUAN JOSE
FI1101;4;MAR;09:30;11:20;Regular;ELIZONDO ZUÑIGA JENNIFER
FI1101;4;JUE;09:30;11:20;Regular;ELIZONDO ZUÑIGA JENNIFER
FI1101;5;MAR;13:00;14:50;Regular;ELIZONDO ZUÑIGA JENNIFER
FI1101;5;JUE;13:00;14:50;Regular;ELIZONDO ZUÑIGA JENNIFER
FI1101;6;MAR;13:00;14:50;Regular;VARGAS BLANCO IVAN
FI1101;6;JUE;13:00;14:50;Regular;VARGAS BLANCO IVAN
FI1101;7;MAR;15:00;16:50;Regular;PINEDA LIZANO JUAN JOSE
FI1101;7;JUE;15:00;16:50;Regular;PINEDA LIZANO JUAN JOSE
FI1101;8;MAR;15:00;16:50;Regular;CORRALES QUESADA ESTEBAN
FI1101;8;JUE;15:00;16:50;Regular;CORRALES QUESADA ESTEBAN
FI1101;9;MAR;17:00;18:50;Regular;CORRALES QUESADA ESTEBAN
FI1101;9;JUE;17:00;18:50;Regular;CORRALES QUESADA ESTEBAN
FI1101;11;MIE;07:30;09:20;Regular;MOYA SERRANO ROY DAVID
FI1101;11;VIE;07:30;09:20;Regular;MOYA SERRANO ROY DAVID
FI1101;13;MIE;09:30;11:20;Semipresencial;CAMBRONERO CORDERO MICHAEL
FI1101;13;VIE;09:30;11:20;Semipresencial;CAMBRONERO CORDERO MICHAEL
FI1101;14;MIE;09:30;11:20;Regular;MONTERO ZELEDON ERNESTO
FI1101;14;VIE;09:30;11:20;Regular;MONTERO ZELEDON ERNESTO
FI1101;15;MIE;13:00;14:50;Regular;SEGURA ZARATE ANA YANCY
FI1101;15;VIE;13:00;14:50;Regular;SEGURA ZARATE ANA YANCY
FI1101;17;MIE;15:00;16:50;Semipresencial;ROJAS PEREZ FRANCISCO
FI1101;17;VIE;15:00;16:50;Semipresencial;ROJAS PEREZ FRANCISCO
FI1101;18;MIE;17:00;18:50;Regular;SEGURA ZARATE ANA YANCY
FI1101;18;VIE;17:00;18:50;Regular;SEGURA ZARATE ANA YANCY
FI1101;19;MAR;09:30;11:20;Grupo RN;ROJAS PEREZ FRANCISCO
FI1101;19;JUE;09:30;11:20;Grupo RN;ROJAS PEREZ FRANCISCO
FI1101;20;MIE;09:30;11:20;Grupo RN;SEGURA ZARATE ANA YANCY
FI1101;20;VIE;09:30;11:20;Grupo RN;SEGURA ZARATE ANA YANCY
FI1102;1;MAR;07:30;09:20;Regular;LOBO ZAMORA JUAN CARLOS
FI1102;1;JUE;07:30;09:20;Regular;LOBO ZAMORA JUAN CARLOS
FI1102;2;MAR;09:30;11:20;Semipresencial;VARGAS BLANCO IVAN
FI1102;2;JUE;09:30;11:20;Semipresencial;VARGAS BLANCO IVAN
FI1102;3;MAR;09:30;11:20;Semipresencial;AMADOR JARA ALVARO
FI1102;3;JUE;09:30;11:20;Semipresencial;AMADOR JARA ALVARO
FI1102;4;MAR;13:00;14:50;Regular;PINEDA LIZANO JUAN JOSE
FI1102;4;JUE;13:00;14:50;Regular;PINEDA LIZANO JUAN JOSE
FI1102;5;MAR;17:00;18:50;Regular;PINEDA LIZANO JUAN JOSE
FI1102;5;JUE;17:00;18:50;Regular;PINEDA LIZANO JUAN JOSE
FI1102;6;MIE;07:30;09:20;Regular;MURILLO ZUMBADO GUSTAVO
FI1102;6;VIE;07:30;09:20;Regular;MURILLO ZUMBADO GUSTAVO
FI1102;7;MIE;09:30;11:20;Semipresencial;PEREZ HIDALGO JOSE ESTEBAN
FI1102;7;VIE;09:30;11:20;Semipresencial;PEREZ HIDALGO JOSE ESTEBAN
FI1102;8;MIE;13:00;14:50;Semipresencial;OREAMUNO MADRIZ RAFAEL
FI1102;8;VIE;13:00;14:50;Semipresencial;OREAMUNO MADRIZ RAFAEL
FI1102;9;MIE;15:00;16:50;Regular;CORRALES QUESADA ESTEBAN
FI1102;9;VIE;15:00;16:50;Regular;CORRALES QUESADA ESTEBAN
FI1102;10;MAR;07:30;09:20;Grupo RN;SOTO CHINCHILLA YERRY
FI1102;10;JUE;07:30;09:20;Grupo RN;SOTO CHINCHILLA YERRY
FI1102;11;MAR;09:30;11:20;Regular;MURILLO ZUMBADO GUSTAVO
FI1102;11;JUE;09:30;11:20;Regular;MURILLO ZUMBADO GUSTAVO
FI1201;1;MAR;07:30;09:20;Regular;SEVILLA QUESADA EVAR
FI1201;2;MAR;09:30;11:20;Regular;JIMENEZ CARBALLO CARLOS ADRIAN
FI1201;3;MAR;13:00;14:50;Regular;CAMPOS RODRIGUEZ MELANIA
FI1201;4;MAR;15:00;16:50;Regular;CAMPOS RODRIGUEZ MELANIA
FI1201;5;MAR;17:00;18:50;Regular;SEGURA CARVAJAL MARCOS
FI1201;6;MIE;07:30;09:20;Regular;PEREZ HIDALGO JOSE ESTEBAN
FI1201;7;MIE;09:30;11:20;Regular;JIMENEZ CARBALLO CARLOS ADRIAN
FI1201;8;MIE;13:00;14:50;Regular;MAYORGA ESPINOZA CARLOS
FI1201;9;MIE;15:00;16:50;Regular;SEGURA CARVAJAL MARCOS
FI1201;10;MIE;17:00;18:50;Regular;CORRALES QUESADA ESTEBAN
FI1201;11;JUE;07:30;09:20;Regular;ALFARO ALVARADO JOSE ABRAHAN
FI1201;12;JUE;09:30;11:20;Regular;MONTERO ZELEDON ERNESTO
FI1201;14;JUE;15:00;16:50;Regular;MORALES MUÑOZ WALTER
FI1201;15;JUE;17:00;18:50;Regular;SEGURA CARVAJAL MARCOS
FI1201;16;VIE;07:30;09:20;Regular;MORALES MUÑOZ WALTER
FI1201;17;VIE;09:30;11:20;Regular;MORALES MUÑOZ WALTER
FI1201;18;VIE;13:00;14:50;Regular;CORRALES QUESADA ESTEBAN
FI1201;19;MAR;09:30;11:20;Regular;SOLANO PIEDRA RICARDO ADOLFO
FI1201;22;MIE;09:30;11:20;Regular;ELIZONDO ZUÑIGA JENNIFER
FI1201;23;MIE;15:00;16:50;Regular;CAMBRONERO CORDERO MICHAEL
FI1201;24;MIE;17:00;18:50;Regular;CAMBRONERO CORDERO MICHAEL
FI1201;25;JUE;09:30;11:20;Regular;SOLANO PIEDRA RICARDO ADOLFO
FI1201;26;JUE;13:00;14:50;Regular;MORALES MUÑOZ WALTER
FI1201;27;JUE;17:00;18:50;Regular;ALFARO ALVARADO JOSE ABRAHAN
FI1201;29;MAR;13:00;14:50;Regular;OREAMUNO MADRIZ RAFAEL
FI1202;1;MAR;09:30;11:20;Regular;ARAYA SOLANO LUIS ALONSO
FI1202;2;MAR;13:00;14:50;Regular;ARAYA SOLANO LUIS ALONSO
FI1202;3;MAR;17:00;18:50;Regular;SEVILLA QUESADA EVAR
FI1202;4;MIE;07:30;09:20;Regular;JIMENEZ CARBALLO CARLOS ADRIAN
FI1202;5;MIE;09:30;11:20;Regular;MURILLO ZUMBADO GUSTAVO
FI1202;6;MIE;15:00;16:50;Regular;OREAMUNO MADRIZ RAFAEL
FI1202;7;JUE;09:30;11:20;Regular;MORALES MUÑOZ WALTER
FI1202;8;VIE;13:00;14:50;Regular;MORALES MUÑOZ WALTER
FI1202;9;MIE;13:00;14:50;Regular;ROJAS ROJAS LAURA
FI2103;1;MAR;07:30;09:20;Regular;MONTERO ZELEDON ERNESTO
FI2103;1;JUE;07:30;09:20;Regular;MONTERO ZELEDON ERNESTO
FI2103;2;MAR;09:30;11:20;Semipresencial;ROJAS ROJAS LAURA
FI2103;2;JUE;09:30;11:20;Semipresencial;ROJAS ROJAS LAURA
FI2103;3;MAR;13:00;14:50;Regular;LOBO ZAMORA JUAN CARLOS
FI2103;3;JUE;13:00;14:50;Regular;LOBO ZAMORA JUAN CARLOS
FI2103;4;MAR;15:00;16:50;Semipresencial;ARAYA SOLANO LUIS ALONSO
FI2103;4;JUE;15:00;16:50;Semipresencial;ARAYA SOLANO LUIS ALONSO
FI2103;5;MAR;17:00;18:50;Regular;FONT CRUZ EDUARDO
FI2103;5;JUE;17:00;18:50;Regular;FONT CRUZ EDUARDO
FI2103;6;MIE;07:30;09:20;Regular;SEGURA ZARATE ANA YANCY
FI2103;6;VIE;07:30;09:20;Regular;SEGURA ZARATE ANA YANCY
FI2103;7;MIE;09:30;11:20;Semipresencial;OREAMUNO MADRIZ RAFAEL
FI2103;7;VIE;09:30;11:20;Semipresencial;OREAMUNO MADRIZ RAFAEL
FI2103;8;MIE;13:00;14:50;Semipresencial;ROJAS PEREZ FRANCISCO
FI2103;8;VIE;13:00;14:50;Semipresencial;ROJAS PEREZ FRANCISCO
FI2103;9;MIE;15:00;16:50;Regular;GUTIERREZ CHAVES CARLOS ROBERTO
FI2103;9;VIE;15:00;16:50;Regular;GUTIERREZ CHAVES CARLOS ROBERTO
FI2103;10;MAR;09:30;11:20;Grupo RN;LOBO ZAMORA JUAN CARLOS
FI2103;10;JUE;09:30;11:20;Grupo RN;LOBO ZAMORA JUAN CARLOS
MA0101;1;MAR;07:30;10:20;Regular;SOLIS PALMA ANGIE
MA0101;1;JUE;07:30;09:20;Regular;SOLIS PALMA ANGIE
MA0101;2;MAR;09:30;12:20;Regular;VEGA VASQUEZ ARTURO
MA0101;2;JUE;09:30;11:20;Regular;VEGA VASQUEZ ARTURO
MA0101;3;MAR;13:00;15:50;Regular;CORDERO QUIROS MARCIAL
MA0101;3;JUE;13:00;14:50;Regular;CORDERO QUIROS MARCIAL
MA0101;4;MAR;15:00;16:50;Regular;JIMENEZ MADRIGAL JORGE
MA0101;4;JUE;15:00;17:50;Regular;JIMENEZ MADRIGAL JORGE
MA0101;5;MAR;16:00;18:50;Asistida;RODRIGUEZ CASTRO BRYAN
MA0101;5;JUE;16:00;17:50;Asistida;RODRIGUEZ CASTRO BRYAN
MA0101;6;MAR;18:00;20:50;Regular;CORDERO QUIROS MARCIAL
MA0101;6;JUE;18:00;19:50;Regular;CORDERO QUIROS MARCIAL
MA0101;7;MIE;07:30;09:20;Regular;SANCHEZ FERNANDEZ IVONNE
MA0101;7;VIE;07:30;10:20;Regular;SANCHEZ FERNANDEZ IVONNE
MA0101;8;MIE;09:30;12:20;Regular;MARRERO CALVO MARCELA
MA0101;8;VIE;09:30;11:20;Regular;MARRERO CALVO MARCELA
MA0101;9;MIE;13:00;15:50;Regular;QUESADA VILLALOBOS LOURDES
MA0101;9;VIE;13:00;14:50;Regular;QUESADA VILLALOBOS LOURDES
MA0101;10;MIE;15:00;17:50;Regular;AZOFEIFA CUBERO ROBERTO
MA0101;10;VIE;15:00;16:50;Regular;AZOFEIFA CUBERO ROBERTO
MA0101;11;MIE;16:00;18:50;Grupo RN;PRENDAS ROJAS JUAN PABLO
MA0101;11;VIE;17:00;18:50;Grupo RN;PRENDAS ROJAS JUAN PABLO
MA0101;12;SAB;07:30;12:20;Regular;SOLANO VARELA DANIEL JESUS
MA1102;1;MAR;07:30;10:20;Regular;QUESADA VILLALOBOS LOURDES
MA1102;1;JUE;07:30;09:20;Regular;QUESADA VILLALOBOS LOURDES
MA1102;2;MAR;07:30;09:20;Regular;CORDERO QUIROS MARCIAL
MA1102;2;JUE;07:30;10:20;Regular;CORDERO QUIROS MARCIAL
MA1102;3;MAR;09:30;11:20;Regular;MASIS FLORES DAVID
MA1102;3;JUE;09:30;12:20;Regular;MASIS FLORES DAVID
MA1102;4;MAR;09:30;12:20;Asistida;PAEZ PAEZ CRISTIAN
MA1102;4;JUE;10:30;12:20;Asistida;PAEZ PAEZ CRISTIAN
MA1102;5;MAR;13:00;15:50;Regular;RODRIGUEZ GRANADOS NATALIA
MA1102;5;JUE;13:00;14:50;Regular;RODRIGUEZ GRANADOS NATALIA
MA1102;6;MAR;15:00;16:50;Regular;PARRA SALAZAR EDWARD
MA1102;6;JUE;15:00;17:50;Regular;PARRA SALAZAR EDWARD
MA1102;7;MAR;16:00;18:50;Regular;MASIS FLORES DAVID
MA1102;7;JUE;16:00;17:50;Regular;MASIS FLORES DAVID
MA1102;8;MAR;15:00;17:50;Regular;QUESADA VILLALOBOS LOURDES
MA1102;8;JUE;16:00;17:50;Regular;QUESADA VILLALOBOS LOURDES
MA1102;9;MAR;17:00;19:50;Grupo RN;ESQUIVEL SAMUDIO JEISON
MA1102;9;JUE;17:00;18:50;Grupo RN;ESQUIVEL SAMUDIO JEISON
MA1102;10;MAR;18:00;20:50;Semipresencial;FALLAS MONGE JUAN JOSE
MA1102;10;JUE;18:00;19:50;Semipresencial;FALLAS MONGE JUAN JOSE
MA1102;11;MIE;07:30;09:20;Regular;PAEZ PAEZ CRISTIAN
MA1102;11;VIE;07:30;10:20;Regular;PAEZ PAEZ CRISTIAN
MA1102;12;MIE;07:30;10:20;Regular;JIMENEZ MADRIGAL JORGE
MA1102;12;VIE;07:30;09:20;Regular;JIMENEZ MADRIGAL JORGE
MA1102;13;MIE;10:30;12:20;Regular;PARRA SALAZAR EDWARD
MA1102;13;VIE;09:30;12:20;Regular;PARRA SALAZAR EDWARD
MA1102;14;MIE;09:30;12:20;Regular;MORA PICADO LUIS FERNANDO
MA1102;14;VIE;10:30;12:20;Regular;MORA PICADO LUIS FERNANDO
MA1102;15;MIE;13:00;15:50;Regular;NUÑEZ VANEGAS FELIX
MA1102;15;VIE;13:00;14:50;Regular;NUÑEZ VANEGAS FELIX
MA1102;16;MIE;15:00;17:50;Regular;MORA PICADO LUIS FERNANDO
MA1102;16;VIE;15:00;16:50;Regular;MORA PICADO LUIS FERNANDO
MA1102;17;MIE;16:00;18:50;Regular;GUTIERREZ MONTENEGRO MARCO VINICIO
MA1102;17;VIE;16:00;17:50;Regular;GUTIERREZ MONTENEGRO MARCO VINICIO
MA1102;18;MIE;17:00;19:50;Grupo RN;PARRA SALAZAR EDWARD
MA1102;18;VIE;17:00;18:50;Grupo RN;PARRA SALAZAR EDWARD
MA1102;19;MIE;17:00;19:50;Regular;MORA CASASOLA MARIA FERNANDA
MA1102;19;VIE;17:00;18:50;Regular;MORA CASASOLA MARIA FERNANDA
MA1102;20;MIE;18:00;20:50;Semipresencial;LOPEZ MORA VERONICA
MA1102;20;VIE;18:00;19:50;Semipresencial;LOPEZ MORA VERONICA
MA1102;21;SAB;07:30;12:20;Regular;JIMENEZ MADRIGAL JORGE
MA1102;22;MIE;16:00;18:50;Tutoría;SANCHEZ FERNANDEZ IVONNE
MA1102;22;VIE;16:00;17:50;Tutoría;SANCHEZ FERNANDEZ IVONNE
MA1103;1;MAR;07:30;09:20;Regular;CHAVARRIA MOLINA JEFFRY
MA1103;1;JUE;07:30;09:20;Regular;CHAVARRIA MOLINA JEFFRY
MA1103;2;MAR;07:30;09:20;Regular;CHINCHILLA VALVERDE JORGE LUIS
MA1103;2;JUE;07:30;09:20;Regular;CHINCHILLA VALVERDE JORGE LUIS
MA1103;3;MAR;09:30;11:20;Regular;CHINCHILLA VALVERDE JORGE LUIS
MA1103;3;JUE;09:30;11:20;Regular;CHINCHILLA VALVERDE JORGE LUIS
MA1103;4;MAR;13:00;14:50;Regular;CHAVARRIA MOLINA JEFFRY
MA1103;4;JUE;13:00;14:50;Regular;CHAVARRIA MOLINA JEFFRY
MA1103;5;MAR;13:00;14:50;Asistida;JIMENEZ ROMERO ALEJANDRA
MA1103;5;JUE;13:00;14:50;Asistida;JIMENEZ ROMERO ALEJANDRA
MA1103;6;MAR;15:00;16:50;Regular;FIGUEROA MATA GEOVANNI
MA1103;6;JUE;15:00;16:50;Regular;FIGUEROA MATA GEOVANNI
MA1103;7;MAR;16:00;17:50;Regular;BRENES GOMEZ  RANDALL
MA1103;7;JUE;16:00;17:50;Regular;BRENES GOMEZ  RANDALL
MA1103;8;MAR;17:00;18:50;Regular;GUTIERREZ MONTENEGRO MARCO VINICIO
MA1103;8;JUE;17:00;18:50;Regular;GUTIERREZ MONTENEGRO MARCO VINICIO
MA1103;9;MAR;18:00;19:50;Grupo RN;ALPIZAR BRENES GEISEL
MA1103;9;JUE;18:00;19:50;Grupo RN;ALPIZAR BRENES GEISEL
MA1103;10;MAR;18:00;19:50;Semipresencial;FIGUEROA MATA GEOVANNI
MA1103;10;JUE;18:00;19:50;Semipresencial;FIGUEROA MATA GEOVANNI
MA1103;11;MIE;07:30;09:20;Regular;ACUÑA PRADO LUIS
MA1103;11;VIE;07:30;09:20;Regular;ACUÑA PRADO LUIS
MA1103;12;MIE;09:30;11:20;Regular;GUTIERREZ MONTENEGRO MARCO VINICIO
MA1103;12;VIE;09:30;11:20;Regular;GUTIERREZ MONTENEGRO MARCO VINICIO
MA1103;13;MIE;13:00;14:50;Regular;FIGUEROA MATA GEOVANNI
